True_Label,Predicted_Label,Predicted_Probability,Confidence_Score,Correct
1,1,0.9999999999817877,0.9999999999817877,1
0,0,4.296632173732064e-12,0.9999999999957033,1
1,1,0.9999999999999969,0.9999999999999969,1
1,1,0.9999999999999993,0.9999999999999993,1
1,0,0.09540719303437256,0.9045928069656275,0
1,1,0.9999999999999505,0.9999999999999505,1
1,1,0.9999999998843943,0.9999999998843943,1
1,1,0.9999958973706311,0.9999958973706311,1
0,0,5.070244299556098e-06,0.9999949297557005,1
1,1,0.9999999999999984,0.9999999999999984,1
0,0,0.00022666001457861718,0.9997733399854214,1
0,0,2.1482427866256647e-06,0.9999978517572133,1
0,0,1.6879301930836597e-06,0.9999983120698069,1
1,1,0.9999999999999265,0.9999999999999265,1
1,1,0.9999997373552808,0.9999997373552808,1
0,0,1.1392974861203769e-20,1.0,1
1,1,0.9999885352544845,0.9999885352544845,1
0,0,1.6152919818522516e-18,1.0,1
1,1,1.0,1.0,1
1,1,0.999999989775802,0.999999989775802,1
1,1,0.9999999999999922,0.9999999999999922,1
1,1,0.9999999999999898,0.9999999999999898,1
1,1,0.9999991281107999,0.9999991281107999,1
1,1,0.9999999999999736,0.9999999999999736,1
1,1,0.9696352816519905,0.9696352816519905,1
0,0,0.0007084144392469608,0.999291585560753,1
1,1,0.9999999999984355,0.9999999999984355,1
1,1,0.9999999999990798,0.9999999999990798,1
1,1,0.9999999999999993,0.9999999999999993,1
1,1,0.9999999999999931,0.9999999999999931,1
1,1,0.9999999990979742,0.9999999990979742,1
0,0,2.991907147841389e-11,0.9999999999700809,1
0,0,0.0038923594845671314,0.9961076405154329,1
1,1,0.9999999999999756,0.9999999999999756,1
1,1,1.0,1.0,1
1,1,0.9999957747074991,0.9999957747074991,1
1,1,0.9979035944887966,0.9979035944887966,1
0,0,7.750609820315953e-25,1.0,1
0,0,5.620109480321457e-08,0.9999999437989052,1
1,1,0.999998340221179,0.999998340221179,1
1,1,0.9999901013164805,0.9999901013164805,1
1,1,1.0,1.0,1
1,1,0.9999999999994089,0.9999999999994089,1
0,0,8.377249298488379e-23,1.0,1
1,1,0.9999858668836672,0.9999858668836672,1
1,1,0.9854895738291468,0.9854895738291468,1
1,1,1.0,1.0,1
0,0,3.7146688779045743e-06,0.9999962853311221,1
1,1,0.9999845668898251,0.9999845668898251,1
1,1,0.9999999999916698,0.9999999999916698,1
1,1,0.9999999926914045,0.9999999926914045,1
0,0,2.1278786578549832e-17,1.0,1
1,1,1.0,1.0,1
0,0,3.2916594612044762e-15,0.9999999999999967,1
1,1,0.9962078278544261,0.9962078278544261,1
1,1,0.9999860014737121,0.9999860014737121,1
1,1,1.0,1.0,1
1,1,1.0,1.0,1
0,0,6.507543400780501e-10,0.9999999993492457,1
0,0,0.0009930509823286172,0.9990069490176714,1
1,1,0.9999386684102483,0.9999386684102483,1
1,1,0.9999999999999969,0.9999999999999969,1
1,1,0.9999996805720824,0.9999996805720824,1
0,0,1.705367321419988e-22,1.0,1
1,1,1.0,1.0,1
1,1,0.9999999999999998,0.9999999999999998,1
1,1,1.0,1.0,1
1,1,0.9999962889670825,0.9999962889670825,1
1,1,0.9990955724917946,0.9990955724917946,1
0,0,3.6735267587745657e-09,0.9999999963264733,1
1,1,0.9999999999999991,0.9999999999999991,1
1,1,0.9999995677534984,0.9999995677534984,1
0,0,2.01999211497611e-05,0.9999798000788502,1
1,1,0.9999999996857314,0.9999999996857314,1
0,0,3.84957132706313e-22,1.0,1
1,1,0.9999999999994655,0.9999999999994655,1
1,1,0.9999992012463058,0.9999992012463058,1
1,1,0.9999999999011293,0.9999999999011293,1
0,0,0.0003255999334593239,0.9996744000665406,1
1,1,0.9999984765283957,0.9999984765283957,1
1,1,0.9999999999888207,0.9999999999888207,1
1,1,0.9999999999218447,0.9999999999218447,1
0,0,9.138871296139347e-07,0.9999990861128704,1
0,0,1.4518219954302949e-10,0.9999999998548178,1
1,1,0.999999999999176,0.999999999999176,1
1,1,0.9999999997657509,0.9999999997657509,1
1,1,0.999999999999704,0.999999999999704,1
0,0,5.832880232513779e-11,0.9999999999416712,1
0,0,5.967555991367431e-08,0.9999999403244401,1
1,1,0.9999842515584277,0.9999842515584277,1
1,1,0.9999999999809306,0.9999999999809306,1
0,0,0.0023071644524141335,0.9976928355475859,1
0,0,2.1155681806780124e-11,0.9999999999788444,1
1,1,0.9999793116893895,0.9999793116893895,1
0,0,3.1757834279988044e-10,0.9999999996824217,1
0,0,9.411906369539254e-06,0.9999905880936305,1
1,1,0.9999999999999969,0.9999999999999969,1
1,1,1.0,1.0,1
1,1,0.9999999999445264,0.9999999999445264,1
0,0,0.022868434681503194,0.9771315653184968,1
1,1,0.9999999999984119,0.9999999999984119,1
1,1,1.0,1.0,1
0,0,9.008093183169393e-17,0.9999999999999999,1
1,1,0.9999999999999727,0.9999999999999727,1
1,1,1.0,1.0,1
1,1,1.0,1.0,1
0,0,1.3447499543405944e-09,0.99999999865525,1
1,1,0.9999111982416835,0.9999111982416835,1
1,1,0.9999998798026695,0.9999998798026695,1
1,1,0.9999999999945939,0.9999999999945939,1
1,1,0.9999926903590115,0.9999926903590115,1
0,0,5.444182735660135e-07,0.9999994555817264,1
1,1,0.9998397290656647,0.9998397290656647,1
0,0,5.433906917844716e-22,1.0,1
1,1,0.9999999977105551,0.9999999977105551,1
1,1,0.9986133078559836,0.9986133078559836,1
1,1,0.9999999999993694,0.9999999999993694,1
0,0,2.5672206173420767e-14,0.9999999999999744,1
0,0,0.0002667106040279145,0.9997332893959721,1
1,1,1.0,1.0,1
1,1,0.999014290858254,0.999014290858254,1
0,0,5.7535120149765385e-05,0.9999424648798503,1
1,1,0.9999999996161006,0.9999999996161006,1
1,1,0.9999999996047833,0.9999999996047833,1
1,1,0.9999999999999987,0.9999999999999987,1
1,1,0.9999999999999218,0.9999999999999218,1
1,1,0.9999999999999538,0.9999999999999538,1
0,0,1.2932088640585832e-10,0.9999999998706791,1
1,1,0.9997533173538725,0.9997533173538725,1
1,1,1.0,1.0,1
1,1,0.9999999325612462,0.9999999325612462,1
0,0,3.557860718092094e-11,0.9999999999644213,1
1,1,0.9999999931434305,0.9999999931434305,1
1,1,0.9999364459286993,0.9999364459286993,1
1,1,0.9999996821116479,0.9999996821116479,1
1,1,0.9999999999986218,0.9999999999986218,1
0,0,9.074839950802081e-06,0.9999909251600492,1
1,1,0.9999171156995275,0.9999171156995275,1
1,1,0.9999999554996306,0.9999999554996306,1
0,0,1.8787019600848743e-18,1.0,1
1,1,0.9998482667221563,0.9998482667221563,1
1,1,0.9999998516284623,0.9999998516284623,1
0,0,4.639342858306375e-07,0.9999995360657141,1
0,0,2.483588845431183e-18,1.0,1
1,1,0.9999999999996745,0.9999999999996745,1
0,0,9.24654605978119e-06,0.9999907534539402,1
1,1,0.9998440437290558,0.9998440437290558,1
0,0,3.3615760353541013e-12,0.9999999999966385,1
1,1,0.9999999389814045,0.9999999389814045,1
1,1,0.9999528700983077,0.9999528700983077,1
0,0,3.23331072145436e-16,0.9999999999999997,1
1,1,0.9999999999894977,0.9999999999894977,1
1,1,0.9999513596706384,0.9999513596706384,1
0,0,4.045612497725592e-09,0.9999999959543875,1
1,1,1.0,1.0,1
0,0,1.7165328166895032e-17,1.0,1
1,1,0.9999999999985822,0.9999999999985822,1
1,1,1.0,1.0,1
1,1,0.9999999994230644,0.9999999994230644,1
0,0,8.580948562938606e-07,0.9999991419051437,1
1,1,0.9999674806998381,0.9999674806998381,1
1,1,0.9983290695221495,0.9983290695221495,1
1,1,0.9997182141348048,0.9997182141348048,1
1,1,0.999999999999954,0.999999999999954,1
0,0,8.956703167278785e-05,0.9999104329683273,1
0,0,0.0007767120901184017,0.9992232879098816,1
1,1,0.9999999999916853,0.9999999999916853,1
0,0,3.554405475144842e-23,1.0,1
1,1,0.9999999995298914,0.9999999995298914,1
1,1,0.9999999989445534,0.9999999989445534,1
1,1,0.9999999581252095,0.9999999581252095,1
0,0,1.5622034531123226e-14,0.9999999999999843,1
1,1,0.9999999999999705,0.9999999999999705,1
1,1,0.9999999999997435,0.9999999999997435,1
1,1,0.9999923754533773,0.9999923754533773,1
1,1,1.0,1.0,1
0,0,0.0006973559213027615,0.9993026440786973,1
0,0,2.694742153955087e-15,0.9999999999999973,1
1,1,0.9999999160862675,0.9999999160862675,1
0,0,3.187274984420075e-16,0.9999999999999997,1
1,1,0.9999999999996529,0.9999999999996529,1
1,1,0.9996244099948469,0.9996244099948469,1
1,1,0.9999999998449172,0.9999999998449172,1
1,1,0.9999999986481027,0.9999999986481027,1
1,1,0.9999999999999996,0.9999999999999996,1
0,0,8.420920489523613e-13,0.9999999999991579,1
1,1,0.9999999699903468,0.9999999699903468,1
1,1,0.9999999999995577,0.9999999999995577,1
1,1,0.9999965733315918,0.9999965733315918,1
0,0,3.946156443325959e-08,0.9999999605384355,1
0,0,5.774295309470135e-15,0.9999999999999942,1
0,0,7.344637284152421e-19,1.0,1
1,1,1.0,1.0,1
0,0,1.1116142717543215e-09,0.9999999988883858,1
0,0,1.4228178612715705e-12,0.9999999999985771,1
0,0,1.1063646143379502e-09,0.9999999988936353,1
1,1,1.0,1.0,1
1,1,0.9999999999999998,0.9999999999999998,1
1,1,0.9999996267723364,0.9999996267723364,1
1,1,0.9999999999999984,0.9999999999999984,1
1,1,0.9999603218641698,0.9999603218641698,1
1,1,1.0,1.0,1
1,1,0.9999999799069821,0.9999999799069821,1
0,0,1.6027725450972943e-13,0.9999999999998397,1
1,1,0.999219092174979,0.999219092174979,1
0,0,0.00030691202555479575,0.9996930879744452,1
1,1,0.999384406361524,0.999384406361524,1
1,1,0.99999999995644,0.99999999995644,1
1,1,0.9999879760574181,0.9999879760574181,1
0,0,0.00018521339927530535,0.9998147866007246,1
1,1,0.9999999999997089,0.9999999999997089,1
1,1,1.0,1.0,1
1,1,0.9999999999999609,0.9999999999999609,1
0,0,2.8540335215680185e-13,0.9999999999997146,1
0,0,8.120359347543588e-09,0.9999999918796406,1
1,1,0.9999998477991753,0.9999998477991753,1
0,0,1.2349946696821799e-06,0.9999987650053304,1
1,1,1.0,1.0,1
1,1,0.9999757891705696,0.9999757891705696,1
0,0,3.872542127552076e-06,0.9999961274578725,1
1,1,0.9993683548463639,0.9993683548463639,1
0,0,2.041962359287655e-08,0.9999999795803765,1
1,1,0.9999219102198561,0.9999219102198561,1
1,1,0.9999999999995439,0.9999999999995439,1
1,1,0.9999999480156854,0.9999999480156854,1
0,0,0.018343826741012967,0.981656173258987,1
0,0,4.9602048602515084e-06,0.9999950397951397,1
1,1,1.0,1.0,1
1,1,0.9999999999999665,0.9999999999999665,1
0,0,7.336061132949059e-06,0.9999926639388671,1
0,0,7.850240804337145e-06,0.9999921497591957,1
1,1,0.9999999074803841,0.9999999074803841,1
0,0,5.435587192287331e-16,0.9999999999999994,1
0,0,9.417540225156016e-14,0.9999999999999059,1
1,1,0.9999999999999971,0.9999999999999971,1
1,1,0.9999999999725451,0.9999999999725451,1
0,0,3.690483640599265e-17,1.0,1
1,1,0.998969071800423,0.998969071800423,1
1,1,0.9999999999984179,0.9999999999984179,1
1,1,0.9999238520589419,0.9999238520589419,1
0,0,0.007691123145072456,0.9923088768549275,1
1,1,0.9999572472574807,0.9999572472574807,1
0,0,3.1048744548921185e-19,1.0,1
1,1,0.9999998673239098,0.9999998673239098,1
1,1,0.9999999999999962,0.9999999999999962,1
1,1,0.9999999999846951,0.9999999999846951,1
0,0,1.2566647975591986e-09,0.9999999987433352,1
1,1,0.9999999996232574,0.9999999996232574,1
1,1,0.9997680865336848,0.9997680865336848,1
1,1,1.0,1.0,1
0,0,6.305560034712798e-18,1.0,1
1,1,0.9997754565211033,0.9997754565211033,1
1,1,0.9999996379778859,0.9999996379778859,1
1,1,0.999716093591517,0.999716093591517,1
1,1,0.999999999995246,0.999999999995246,1
1,1,0.9999999999997173,0.9999999999997173,1
0,0,2.745080194391375e-08,0.999999972549198,1
1,1,1.0,1.0,1
0,0,0.0001657579442306051,0.9998342420557694,1
0,0,1.3565084945342368e-18,1.0,1
1,1,0.9999999999995102,0.9999999999995102,1
1,1,0.999999999994577,0.999999999994577,1
1,1,1.0,1.0,1
1,1,0.9999998066368873,0.9999998066368873,1
0,0,2.855540633646088e-21,1.0,1
1,1,0.9999998828574699,0.9999998828574699,1
1,1,0.9999999999999951,0.9999999999999951,1
1,1,1.0,1.0,1
1,1,0.9981696465949191,0.9981696465949191,1
1,1,0.9999999999995821,0.9999999999995821,1
0,0,3.6559751795911973e-22,1.0,1
1,1,1.0,1.0,1
1,1,0.9999679017166277,0.9999679017166277,1
1,1,1.0,1.0,1
1,1,0.9999999892046613,0.9999999892046613,1
0,0,4.457107199056484e-05,0.9999554289280095,1
1,1,0.9999999999981086,0.9999999999981086,1
1,1,0.9999999999999982,0.9999999999999982,1
1,1,0.9989463326527878,0.9989463326527878,1
0,0,1.2941931668768476e-22,1.0,1
0,0,0.0023809995996323463,0.9976190004003677,1
1,1,0.9999999999999467,0.9999999999999467,1
1,1,1.0,1.0,1
1,1,0.9999998609685843,0.9999998609685843,1
0,0,1.0707298257149047e-13,0.999999999999893,1
1,1,0.9999999999999702,0.9999999999999702,1
1,1,0.9999998302012849,0.9999998302012849,1
1,1,1.0,1.0,1
1,1,0.942353559012578,0.942353559012578,1
0,0,3.047227614056053e-16,0.9999999999999997,1
1,1,1.0,1.0,1
1,1,0.9999999999999791,0.9999999999999791,1
1,1,1.0,1.0,1
0,0,8.039005965294315e-11,0.99999999991961,1
1,1,0.9999999999888223,0.9999999999888223,1
1,1,0.9999925927697679,0.9999925927697679,1
0,0,9.634353418019652e-20,1.0,1
1,1,0.999999999939754,0.999999999939754,1
0,0,1.0636214865135157e-18,1.0,1
1,1,0.9999730085678317,0.9999730085678317,1
1,1,0.9999999999999998,0.9999999999999998,1
0,0,0.0001793305363086576,0.9998206694636913,1
1,1,0.9999999998773328,0.9999999998773328,1
1,1,0.99999999999996,0.99999999999996,1
0,0,4.1688928334585306e-17,1.0,1
0,0,1.1932798654955987e-15,0.9999999999999988,1
0,0,6.053741979512138e-23,1.0,1
0,0,7.4366569694630835e-06,0.9999925633430305,1
0,0,1.5263966535908706e-09,0.9999999984736033,1
1,1,1.0,1.0,1
1,1,0.9999999999999425,0.9999999999999425,1
1,1,1.0,1.0,1
1,1,0.9999999999926388,0.9999999999926388,1
1,1,0.9999988724869732,0.9999988724869732,1
1,1,0.999999970624887,0.999999970624887,1
0,0,0.0002288171898068287,0.9997711828101932,1
1,1,0.9999999999999643,0.9999999999999643,1
0,0,4.449547799975534e-09,0.9999999955504522,1
1,1,0.9999999954120848,0.9999999954120848,1
0,0,2.4423116902457207e-05,0.9999755768830976,1
0,0,1.330707810156803e-18,1.0,1
1,1,1.0,1.0,1
1,1,0.9999156390870143,0.9999156390870143,1
1,1,1.0,1.0,1
0,0,1.511190921381095e-09,0.999999998488809,1
1,1,0.999999999999988,0.999999999999988,1
0,0,4.569141827670718e-06,0.9999954308581723,1
0,0,2.9905333326654434e-15,0.999999999999997,1
1,1,1.0,1.0,1
1,1,1.0,1.0,1
1,1,0.9999999999992641,0.9999999999992641,1
1,1,0.9999999999997102,0.9999999999997102,1
1,1,0.9999999998774411,0.9999999998774411,1
1,1,0.999999999999573,0.999999999999573,1
1,1,0.9999713554906577,0.9999713554906577,1
1,1,0.999999985572761,0.999999985572761,1
1,1,0.9997760887606862,0.9997760887606862,1
1,1,0.9997442009415413,0.9997442009415413,1
1,1,0.9999999999617335,0.9999999999617335,1
1,1,0.9999969160406526,0.9999969160406526,1
0,0,6.077992545751141e-14,0.9999999999999393,1
1,1,1.0,1.0,1
1,1,1.0,1.0,1
0,0,0.0005080672519354585,0.9994919327480646,1
1,1,0.9999999683962363,0.9999999683962363,1
1,1,0.9999999999999993,0.9999999999999993,1
1,1,0.9999999999963216,0.9999999999963216,1
1,1,0.9997835720089935,0.9997835720089935,1
1,1,1.0,1.0,1
1,1,0.9999999999998905,0.9999999999998905,1
0,0,0.0023671392671190685,0.9976328607328809,1
0,0,2.8561433895573298e-12,0.9999999999971438,1
0,0,6.302478859754343e-12,0.9999999999936975,1
0,0,0.012414997537048361,0.9875850024629517,1
0,0,0.00023707821101193204,0.9997629217889881,1
0,0,2.2267959990635444e-08,0.99999997773204,1
1,1,0.9999999999983942,0.9999999999983942,1
1,1,0.9999999945552636,0.9999999945552636,1
0,0,2.537024574402599e-09,0.9999999974629754,1
1,1,0.9998604383600903,0.9998604383600903,1
0,0,1.9567488286872285e-15,0.999999999999998,1
0,0,0.0003111417174070231,0.999688858282593,1
1,1,0.9999999997610904,0.9999999997610904,1
1,1,0.9999999674004711,0.9999999674004711,1
1,1,0.9999828868465552,0.9999828868465552,1
1,1,0.9999999999917024,0.9999999999917024,1
1,1,0.9999996949083567,0.9999996949083567,1
1,1,1.0,1.0,1
1,1,0.9999999996288935,0.9999999996288935,1
1,1,0.9999997500466965,0.9999997500466965,1
0,0,0.0001771239155830949,0.9998228760844169,1
0,0,0.0002580411878194632,0.9997419588121805,1
0,0,6.6804193646129376e-06,0.9999933195806354,1
1,1,0.9999999999976166,0.9999999999976166,1
1,1,1.0,1.0,1
1,1,0.9999999999999998,0.9999999999999998,1
1,1,0.9999992578314097,0.9999992578314097,1
1,1,0.9999234490757646,0.9999234490757646,1
1,1,0.999999999999899,0.999999999999899,1
0,0,6.58412502847636e-06,0.9999934158749715,1
1,1,0.9999997533705314,0.9999997533705314,1
1,1,0.9999999979911764,0.9999999979911764,1
0,0,2.403145567807091e-15,0.9999999999999976,1
1,1,0.9999999999999993,0.9999999999999993,1
1,1,1.0,1.0,1
1,1,0.9999906960170103,0.9999906960170103,1
0,0,4.510756955019418e-11,0.9999999999548924,1
0,0,5.448496697146377e-06,0.9999945515033029,1
0,0,0.001277641439790883,0.9987223585602091,1
0,0,8.447131285586052e-05,0.9999155286871442,1
1,1,0.9999999999998375,0.9999999999998375,1
0,0,0.00022728167859978858,0.9997727183214002,1
1,1,0.999999999999998,0.999999999999998,1
1,1,0.9999999999944789,0.9999999999944789,1
1,1,1.0,1.0,1
0,0,1.1041807316058318e-07,0.9999998895819269,1
1,1,0.9999515304364603,0.9999515304364603,1
1,1,0.9999999997383904,0.9999999997383904,1
0,0,0.00037524535960233084,0.9996247546403977,1
0,0,1.150219794624732e-19,1.0,1
0,0,2.7722709243347825e-05,0.9999722772907567,1
0,0,1.4624718176740255e-05,0.9999853752818233,1
1,1,0.9999834532128008,0.9999834532128008,1
0,0,1.5285715973855837e-13,0.9999999999998471,1
0,0,1.1120684624895497e-13,0.9999999999998888,1
0,0,1.7085814572756377e-16,0.9999999999999998,1
1,1,0.9999940644804685,0.9999940644804685,1
1,1,0.999730258956587,0.999730258956587,1
0,0,3.453309405144181e-08,0.999999965466906,1
1,1,1.0,1.0,1
1,1,0.9999675517266318,0.9999675517266318,1
1,1,0.9999999970081577,0.9999999970081577,1
1,1,1.0,1.0,1
0,0,2.1179403774877105e-05,0.9999788205962251,1
0,0,4.094714733561871e-12,0.9999999999959053,1
0,0,1.1546256547941545e-12,0.9999999999988454,1
0,0,1.0851990259262871e-10,0.9999999998914801,1
0,0,0.00011319521013501876,0.999886804789865,1
0,0,6.933419876461707e-24,1.0,1
0,0,3.199593968895327e-08,0.9999999680040603,1
0,0,0.0016583538075407693,0.9983416461924592,1
0,0,2.680846157422496e-06,0.9999973191538426,1
0,0,4.3176248522307324e-08,0.9999999568237514,1
1,1,0.999999999999984,0.999999999999984,1
0,0,1.4884954489964427e-08,0.9999999851150455,1
1,1,0.9640679078726503,0.9640679078726503,1
0,0,5.68995177630325e-19,1.0,1
1,1,0.9999999999999998,0.9999999999999998,1
1,1,1.0,1.0,1
0,0,1.292731654041237e-05,0.9999870726834595,1
1,1,0.9999969468084214,0.9999969468084214,1
1,1,0.9999999999061564,0.9999999999061564,1
1,1,1.0,1.0,1
1,1,0.9999999449611058,0.9999999449611058,1
0,0,2.517390801515667e-14,0.9999999999999748,1
1,1,0.9999999999999907,0.9999999999999907,1
0,0,0.0001884016771677839,0.9998115983228322,1
0,0,1.2566128518355356e-14,0.9999999999999875,1
0,0,1.6021674613474225e-10,0.9999999998397833,1
1,1,1.0,1.0,1
1,1,0.9999995719405916,0.9999995719405916,1
0,0,1.274748498206991e-06,0.9999987252515018,1
1,1,0.9999991310925587,0.9999991310925587,1
1,1,0.9999999917476973,0.9999999917476973,1
0,0,2.5667928010639908e-05,0.9999743320719894,1
0,0,5.337019839450647e-12,0.9999999999946629,1
1,1,0.9999995507384567,0.9999995507384567,1
0,0,3.800912903299709e-15,0.9999999999999962,1
0,0,8.898223465833973e-08,0.9999999110177653,1
0,0,3.60532030580548e-05,0.9999639467969419,1
0,0,1.8858455412933832e-11,0.9999999999811415,1
1,1,1.0,1.0,1
1,1,0.999997843056898,0.999997843056898,1
0,0,1.568109283807332e-13,0.9999999999998432,1
0,0,0.001225994770872815,0.9987740052291272,1
1,1,1.0,1.0,1
0,0,1.8282229807307707e-13,0.9999999999998171,1
1,1,0.9945471234874506,0.9945471234874506,1
1,1,1.0,1.0,1
0,0,1.3466138190845003e-17,1.0,1
0,0,8.104054739516626e-06,0.9999918959452605,1
1,1,0.9999999998987008,0.9999999998987008,1
1,1,0.9999971881877767,0.9999971881877767,1
0,0,0.001393553779790947,0.998606446220209,1
1,1,0.999319388655094,0.999319388655094,1
0,0,3.9956206994240166e-18,1.0,1
0,0,2.169164998242433e-09,0.999999997830835,1
1,1,0.9999999999999882,0.9999999999999882,1
0,0,2.4984577258045764e-08,0.9999999750154227,1
0,0,4.729977590233449e-06,0.9999952700224097,1
1,1,1.0,1.0,1
0,0,0.0004751566649328499,0.9995248433350672,1
1,1,1.0,1.0,1
1,1,0.9999995280187258,0.9999995280187258,1
1,1,1.0,1.0,1
1,1,0.9999999994625737,0.9999999994625737,1
1,1,0.999999999998453,0.999999999998453,1
1,1,0.9999831105629763,0.9999831105629763,1
1,1,0.9999999999999989,0.9999999999999989,1
1,1,0.999995711163659,0.999995711163659,1
0,0,2.800731350422068e-12,0.9999999999971992,1
0,0,7.585691472044249e-06,0.9999924143085279,1
1,1,1.0,1.0,1
1,1,1.0,1.0,1
1,1,0.9999999999925515,0.9999999999925515,1
1,1,1.0,1.0,1
0,0,5.141913240113201e-12,0.9999999999948581,1
1,1,0.9999999999999793,0.9999999999999793,1
1,1,0.9999999971930036,0.9999999971930036,1
0,0,2.9444802209804366e-15,0.999999999999997,1
0,0,2.430910080786372e-16,0.9999999999999998,1
0,0,2.765040726718609e-08,0.9999999723495927,1
1,1,0.9999708836095019,0.9999708836095019,1
0,0,7.706293116851882e-13,0.9999999999992294,1
0,0,4.468395025211508e-06,0.9999955316049748,1
1,1,0.9999991830759286,0.9999991830759286,1
0,0,8.335683995097294e-16,0.9999999999999991,1
0,0,4.924484570626131e-09,0.9999999950755154,1
0,0,0.007388226725097736,0.9926117732749022,1
0,0,9.682287816903977e-07,0.9999990317712183,1
1,1,1.0,1.0,1
0,0,5.59219343156125e-05,0.9999440780656844,1
1,1,0.9999999998400326,0.9999999998400326,1
1,1,0.999999999959345,0.999999999959345,1
1,1,0.9999673713941623,0.9999673713941623,1
1,1,0.9990894129334263,0.9990894129334263,1
1,1,1.0,1.0,1
0,0,2.420304420111043e-17,1.0,1
1,1,0.9999941723618749,0.9999941723618749,1
0,0,2.0874141849043136e-11,0.9999999999791258,1
1,1,0.9999999999999971,0.9999999999999971,1
0,0,3.012411820965955e-14,0.9999999999999699,1
1,1,0.9329646555625966,0.9329646555625966,1
0,0,0.004104466889407855,0.9958955331105921,1
0,0,2.5584438965296727e-05,0.9999744155610347,1
0,0,3.722731835633599e-13,0.9999999999996277,1
1,1,0.9999999999496083,0.9999999999496083,1
0,0,8.051953066826708e-11,0.9999999999194805,1
1,1,0.999999999999627,0.999999999999627,1
1,1,0.9999999999868951,0.9999999999868951,1
0,0,0.11635718057152447,0.8836428194284756,1
0,0,1.2312060941440131e-21,1.0,1
1,1,0.9999999999866866,0.9999999999866866,1
1,1,1.0,1.0,1
1,1,0.9999969248454927,0.9999969248454927,1
1,1,0.9999994927490718,0.9999994927490718,1
1,1,0.9999966764420745,0.9999966764420745,1
1,1,0.9999999894242816,0.9999999894242816,1
1,1,0.9999999999999984,0.9999999999999984,1
1,1,0.9999999999536355,0.9999999999536355,1
1,1,0.9999999999999944,0.9999999999999944,1
0,0,6.511007022992382e-20,1.0,1
1,1,1.0,1.0,1
1,1,0.999999999713038,0.999999999713038,1
1,1,0.9999999818011601,0.9999999818011601,1
0,0,4.921103540794986e-13,0.9999999999995078,1
1,1,0.9999999999958107,0.9999999999958107,1
1,1,1.0,1.0,1
1,1,0.9999999457686846,0.9999999457686846,1
0,0,4.205073646890117e-06,0.9999957949263532,1
1,1,1.0,1.0,1
0,0,5.921198714724182e-10,0.9999999994078801,1
1,1,0.9999999996748785,0.9999999996748785,1
0,0,1.7782836948275147e-12,0.9999999999982218,1
0,0,3.5945772182755614e-06,0.9999964054227817,1
0,0,8.321249581735896e-07,0.9999991678750418,1
0,0,3.807595082213933e-14,0.9999999999999619,1
1,1,0.9999999999100215,0.9999999999100215,1
1,1,0.9999999999999998,0.9999999999999998,1
1,1,0.9999992919651669,0.9999992919651669,1
1,1,0.9999999953692407,0.9999999953692407,1
1,1,0.999999988275026,0.999999988275026,1
0,0,1.0220004340530344e-19,1.0,1
