True_Label,Pred_TPE,Pred_GWO,Prob_TPE_Unstable,Prob_GWO_Unstable,Conf_TPE,Conf_GWO,Correct_TPE,Correct_GWO,Agreement
1,1,1,0.9992660871784425,0.9988142591821958,0.9992660871784425,0.9988142591821958,1,1,1
0,0,0,1.4570591239707027e-05,4.811797748330134e-06,0.9999854294087603,0.9999951882022516,1,1,1
0,0,0,6.992955273315734e-05,0.00010647181857742387,0.9999300704472669,0.9998935281814226,1,1,1
1,1,1,0.9999999999969191,0.9999999999750615,0.9999999999969191,0.9999999999750615,1,1,1
1,1,1,0.9999999976035658,0.999999998271331,0.9999999976035658,0.999999998271331,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999991257075193,0.9999979965613776,0.9999991257075193,0.9999979965613776,1,1,1
1,1,1,0.9999999999999902,0.9999999999999014,0.9999999999999902,0.9999999999999014,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,1.0181936340425991e-12,1.0140015117831228e-10,0.9999999999989818,0.9999999998985999,1,1,1
1,1,1,0.9999999999999993,0.9999999999999993,0.9999999999999993,0.9999999999999993,1,1,1
1,1,1,0.9999999999995617,0.9999999999988571,0.9999999999995617,0.9999999999988571,1,1,1
0,0,0,1.2406447524751812e-06,5.101884169013853e-06,0.9999987593552475,0.999994898115831,1,1,1
1,1,1,0.9999999999998412,0.999999999999351,0.9999999999998412,0.999999999999351,1,1,1
0,0,0,1.478148664628487e-14,4.048344794085129e-13,0.9999999999999852,0.9999999999995952,1,1,1
1,1,1,0.9999999999999962,0.9999999999999891,0.9999999999999962,0.9999999999999891,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.6847780285516439,0.6228898472893557,0.6847780285516439,0.6228898472893557,1,1,1
1,1,1,0.9999999999999745,0.9999999999999973,0.9999999999999745,0.9999999999999973,1,1,1
1,1,1,0.9999999999806177,0.9999999999616394,0.9999999999806177,0.9999999999616394,1,1,1
1,1,1,0.9998718601550295,0.9999977859628423,0.9998718601550295,0.9999977859628423,1,1,1
0,0,0,5.90982639775206e-06,1.7022912448211135e-05,0.9999940901736023,0.9999829770875518,1,1,1
1,1,1,0.9999999999998979,0.9999999999999989,0.9999999999998979,0.9999999999999989,1,1,1
0,0,0,0.00034845618865699766,0.00014707262162753427,0.999651543811343,0.9998529273783725,1,1,1
0,0,0,7.681550657859752e-06,1.3490445780292964e-06,0.9999923184493421,0.999998650955422,1,1,1
0,0,0,2.499342564284028e-06,2.139471829126184e-06,0.9999975006574358,0.9999978605281709,1,1,1
1,1,1,0.9999999999999967,0.9999999999999958,0.9999999999999967,0.9999999999999958,1,1,1
1,1,1,0.9999989234722758,0.9999999338366593,0.9999989234722758,0.9999999338366593,1,1,1
0,0,0,2.9540275354570063e-21,1.0621891827847867e-21,1.0,1.0,1,1,1
1,1,1,0.9999890697817241,0.999998746898408,0.9999890697817241,0.999998746898408,1,1,1
0,0,0,2.986381841263961e-18,1.0406760203603089e-18,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999999281703493,0.9999999959321881,0.9999999281703493,0.9999999959321881,1,1,1
1,1,1,0.9999999999999989,0.9999999999999958,0.9999999999999989,0.9999999999999958,1,1,1
1,1,1,0.9999999999999931,0.9999999999999862,0.9999999999999931,0.9999999999999862,1,1,1
1,1,1,0.9999942821497868,0.9999996871380883,0.9999942821497868,0.9999996871380883,1,1,1
1,1,1,0.9999999999999944,0.9999999999999996,0.9999999999999944,0.9999999999999996,1,1,1
1,1,1,0.9741127206965566,0.9816307856292904,0.9741127206965566,0.9816307856292904,1,1,1
0,0,0,0.001576223608700949,0.00012724557834469942,0.9984237763912991,0.9998727544216554,1,1,1
1,1,1,0.9999999999984632,0.9999999999916456,0.9999999999984632,0.9999999999916456,1,1,1
1,1,1,0.9999999999973646,0.9999999999999643,0.9999999999973646,0.9999999999999643,1,1,1
1,1,1,0.9999999999999993,1.0,0.9999999999999993,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999999999969504,0.9999999999676819,0.9999999999969504,0.9999999999676819,1,1,1
0,0,0,2.2952005780077773e-10,5.664596769089815e-10,0.9999999997704799,0.9999999994335403,1,1,1
0,0,0,0.002192585274635632,0.007574039450342816,0.9978074147253644,0.9924259605496571,1,1,1
1,1,1,0.9999999999999967,0.999999999999813,0.9999999999999967,0.999999999999813,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999942227884395,0.9997360111445539,0.9999942227884395,0.9997360111445539,1,1,1
1,1,1,0.9999278192528287,0.9955810077869323,0.9999278192528287,0.9955810077869323,1,1,1
0,0,0,2.0387030992885188e-23,1.9790268530595017e-22,1.0,1.0,1,1,1
0,0,0,3.2393604119272415e-07,3.746002463711604e-09,0.9999996760639588,0.9999999962539975,1,1,1
1,1,1,0.9999913899902919,0.9999961378042784,0.9999913899902919,0.9999961378042784,1,1,1
1,1,1,0.9999949142209108,0.9999044418089711,0.9999949142209108,0.9999044418089711,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.999999999999974,0.99999999999997,0.999999999999974,0.99999999999997,1,1,1
0,0,0,3.8755445969485796e-21,1.2821334139802452e-22,1.0,1.0,1,1,1
1,1,1,0.9999605772875814,0.9999924890459786,0.9999605772875814,0.9999924890459786,1,1,1
1,1,1,0.9974015787324073,0.9997679600541479,0.9974015787324073,0.9997679600541479,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,2.712776743539815e-07,4.895737682659192e-07,0.9999997287223257,0.9999995104262317,1,1,1
1,1,1,0.9999990642651398,0.9999989388362648,0.9999990642651398,0.9999989388362648,1,1,1
1,1,1,0.999999999988354,0.9999999999901339,0.999999999988354,0.9999999999901339,1,1,1
1,1,1,0.9999999996286777,0.9999999999706606,0.9999999996286777,0.9999999999706606,1,1,1
0,0,0,1.5056598942913739e-15,1.3397833520377921e-18,0.9999999999999984,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,3.1627379521115043e-15,5.297542160268875e-17,0.9999999999999969,1.0,1,1,1
1,1,1,0.9978258950459686,0.9991445639146385,0.9978258950459686,0.9991445639146385,1,1,1
1,1,1,0.9999636451874371,0.9999747532903199,0.9999636451874371,0.9999747532903199,1,1,1
1,1,1,0.9999999999999998,1.0,0.9999999999999998,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,2.2535229483628785e-09,4.0997920838928394e-10,0.9999999977464771,0.9999999995900208,1,1,1
0,0,0,0.00013326425810368663,0.0002489206063891986,0.9998667357418963,0.9997510793936109,1,1,1
1,1,1,0.9998552896809646,0.9988240912242403,0.9998552896809646,0.9988240912242403,1,1,1
1,1,1,0.9999999999999993,0.9999999999999993,0.9999999999999993,0.9999999999999993,1,1,1
1,1,1,0.9999903417020743,0.9999992563920038,0.9999903417020743,0.9999992563920038,1,1,1
0,0,0,5.830400599231127e-21,7.266734089522028e-23,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999985964604889,0.9999969388400454,0.9999985964604889,0.9999969388400454,1,1,1
1,1,1,0.9992500386702045,0.9998860887810507,0.9992500386702045,0.9998860887810507,1,1,1
0,0,0,8.226979006721394e-10,2.4613995799479686e-10,0.9999999991773021,0.99999999975386,1,1,1
1,1,1,0.999999999999992,0.9999999999999993,0.999999999999992,0.9999999999999993,1,1,1
1,1,1,0.9999992484086964,0.9999999390811499,0.9999992484086964,0.9999999390811499,1,1,1
0,0,0,1.0587428579288596e-06,2.1235536957414007e-07,0.9999989412571421,0.9999997876446304,1,1,1
1,1,1,0.9999999999052884,0.9999999987897226,0.9999999999052884,0.9999999987897226,1,1,1
0,0,0,2.7047802842447672e-21,3.851298174143886e-22,1.0,1.0,1,1,1
1,1,1,0.9999999999999569,0.999999999999913,0.9999999999999569,0.999999999999913,1,1,1
1,1,1,0.9999999956067851,0.9999998152283178,0.9999999956067851,0.9999998152283178,1,1,1
1,1,1,0.9999999943287248,0.999999999522841,0.9999999943287248,0.999999999522841,1,1,1
0,0,0,0.0010780690424282563,0.0005371062308950536,0.9989219309575718,0.9994628937691049,1,1,1
1,1,1,0.9999995314881444,0.9999998707409448,0.9999995314881444,0.9999998707409448,1,1,1
1,1,1,0.9999999999913534,0.9999999999999247,0.9999999999913534,0.9999999999999247,1,1,1
1,1,1,0.9999999997927573,0.9999999999941582,0.9999999997927573,0.9999999999941582,1,1,1
0,0,0,1.0154388187529801e-06,9.707665999710306e-09,0.9999989845611812,0.999999990292334,1,1,1
0,0,0,1.357595237659573e-10,3.5012812870419306e-11,0.9999999998642405,0.9999999999649872,1,1,1
1,1,1,0.9999999999978295,0.9999999999995042,0.9999999999978295,0.9999999999995042,1,1,1
1,1,1,0.9999999999861486,0.9999999999635838,0.9999999999861486,0.9999999999635838,1,1,1
1,1,1,0.9999999999999698,0.9999999999999829,0.9999999999999698,0.9999999999999829,1,1,1
0,0,0,2.5487803340984572e-11,4.0879895139637916e-13,0.9999999999745122,0.9999999999995912,1,1,1
0,0,0,4.213708929362313e-08,1.3896885148930885e-07,0.9999999578629107,0.9999998610311485,1,1,1
1,1,1,0.9984856958641424,0.9999866648287977,0.9984856958641424,0.9999866648287977,1,1,1
1,1,1,0.9999999999986884,0.9999999999826235,0.9999999999986884,0.9999999999826235,1,1,1
0,0,0,0.0008565491698367178,0.010187923700867374,0.9991434508301633,0.9898120762991326,1,1,1
0,0,0,7.736155388613375e-13,6.852629440449201e-12,0.9999999999992264,0.9999999999931474,1,1,1
1,1,1,0.9998396968843718,0.9997827151561243,0.9998396968843718,0.9997827151561243,1,1,1
0,0,0,3.3752360592983395e-10,2.0404168499822695e-10,0.9999999996624764,0.9999999997959583,1,1,1
0,0,0,4.854251537127544e-07,5.398013962770723e-07,0.9999995145748463,0.9999994601986038,1,1,1
1,1,1,0.999999999999988,0.9999999999999969,0.999999999999988,0.9999999999999969,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999999999974001,0.9999999999740692,0.9999999999974001,0.9999999999740692,1,1,1
0,0,0,0.002571380223364803,0.013401535824093069,0.9974286197766352,0.9865984641759069,1,1,1
1,1,1,0.9999999999988438,0.9999999999969533,0.9999999999988438,0.9999999999969533,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,3.4157865960267573e-16,5.465226705167184e-18,0.9999999999999997,1.0,1,1,1
1,1,1,0.9999999999999836,0.9999999999999993,0.9999999999999836,0.9999999999999993,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,1.0002305690013899e-10,9.40369033667036e-11,0.9999999998999769,0.9999999999059631,1,1,1
1,1,1,0.9999851158666418,0.999923055826022,0.9999851158666418,0.999923055826022,1,1,1
1,1,1,0.9999996651047558,0.9999989571895435,0.9999996651047558,0.9999989571895435,1,1,1
1,1,1,0.9999999999928473,0.9999999999999685,0.9999999999928473,0.9999999999999685,1,1,1
1,1,1,0.9999365100358079,0.9999983670307778,0.9999365100358079,0.9999983670307778,1,1,1
0,0,0,2.1186576286166912e-08,5.980796325975902e-08,0.9999999788134237,0.9999999401920368,1,1,1
1,1,1,0.9999494114023768,0.9999478053732941,0.9999494114023768,0.9999478053732941,1,1,1
0,0,0,1.1513057427575941e-21,3.920837553429774e-22,1.0,1.0,1,1,1
1,1,1,0.9999999998539264,0.9999999999784395,0.9999999998539264,0.9999999999784395,1,1,1
1,1,1,0.9999915096133549,0.9997664054499005,0.9999915096133549,0.9997664054499005,1,1,1
1,1,1,0.9999999999998936,0.9999999999999294,0.9999999999998936,0.9999999999999294,1,1,1
0,0,0,9.197044364056477e-16,8.228785006930755e-13,0.9999999999999991,0.9999999999991771,1,1,1
0,0,0,4.395980898810603e-05,9.069979788683903e-05,0.9999560401910119,0.9999093002021132,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.999978257707944,0.9998863434167241,0.999978257707944,0.9998863434167241,1,1,1
0,0,0,3.484069486272811e-05,2.2468612736057374e-05,0.9999651593051373,0.999977531387264,1,1,1
1,1,1,0.99999999995726,0.9999999999910636,0.99999999995726,0.9999999999910636,1,1,1
1,1,1,0.9999999999473093,0.999999999664364,0.9999999999473093,0.999999999664364,1,1,1
1,1,1,0.9999999999999987,0.9999999999999984,0.9999999999999987,0.9999999999999984,1,1,1
1,1,1,0.9999999999999865,0.9999999999999949,0.9999999999999865,0.9999999999999949,1,1,1
1,1,1,0.9999999999999971,0.9999999999999936,0.9999999999999971,0.9999999999999936,1,1,1
0,0,0,4.27774149094359e-10,3.909949126012156e-09,0.9999999995722259,0.9999999960900509,1,1,1
1,1,1,0.9917382109309857,0.9998847369118444,0.9917382109309857,0.9998847369118444,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999999964431951,0.9999999911233294,0.9999999964431951,0.9999999911233294,1,1,1
0,0,0,6.194642197788136e-11,6.195345195230334e-11,0.9999999999380536,0.9999999999380466,1,1,1
1,1,1,0.9999999956612085,0.9999999912373817,0.9999999956612085,0.9999999912373817,1,1,1
1,1,1,0.9998370998583314,0.9999385199866809,0.9998370998583314,0.9999385199866809,1,1,1
1,1,1,0.9999999778724691,0.9999999748605932,0.9999999778724691,0.9999999748605932,1,1,1
1,1,1,0.9999999999656992,0.999999999989303,0.9999999999656992,0.999999999989303,1,1,1
0,0,0,3.255384337498838e-05,5.485989933390276e-05,0.999967446156625,0.9999451401006662,1,1,1
1,1,1,0.9999704718864073,0.9998593263331296,0.9999704718864073,0.9998593263331296,1,1,1
1,1,1,0.9999999581715702,0.9999998906512528,0.9999999581715702,0.9999998906512528,1,1,1
0,0,0,2.5730268215401466e-18,6.228288924844722e-19,1.0,1.0,1,1,1
1,1,1,0.9999708657553829,0.9999370847570488,0.9999708657553829,0.9999370847570488,1,1,1
1,1,1,0.9999999582864707,0.9999994789235258,0.9999999582864707,0.9999994789235258,1,1,1
0,0,0,2.0687394562183237e-07,4.846751937774776e-08,0.9999997931260544,0.9999999515324807,1,1,1
0,0,0,4.802327343303744e-18,2.0026770616088512e-19,1.0,1.0,1,1,1
1,1,1,0.9999999999996054,0.9999999999999247,0.9999999999996054,0.9999999999999247,1,1,1
0,0,0,2.4705705759534993e-06,3.2972862576459263e-05,0.999997529429424,0.9999670271374236,1,1,1
1,1,1,0.9995338580047068,0.9999008265491389,0.9995338580047068,0.9999008265491389,1,1,1
0,0,0,6.88690643883702e-14,2.654247265545595e-13,0.9999999999999312,0.9999999999997345,1,1,1
1,1,1,0.9999999589155505,0.9999996715606825,0.9999999589155505,0.9999996715606825,1,1,1
1,1,1,0.9999887537894229,0.9999929026337181,0.9999887537894229,0.9999929026337181,1,1,1
0,0,0,6.854807908566272e-16,1.4195489274084252e-15,0.9999999999999993,0.9999999999999986,1,1,1
1,1,1,0.9999999999941189,0.9999999999765719,0.9999999999941189,0.9999999999765719,1,1,1
1,1,1,0.9999962931738249,0.9996827708506645,0.9999962931738249,0.9996827708506645,1,1,1
0,0,0,1.093196841024339e-10,3.1142101242116117e-10,0.9999999998906803,0.999999999688579,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,9.771531179193542e-17,5.696982666937362e-16,0.9999999999999999,0.9999999999999994,1,1,1
1,1,1,0.9999999999954658,0.9999999999993072,0.9999999999954658,0.9999999999993072,1,1,1
1,1,1,0.9999999999999998,0.9999999999999956,0.9999999999999998,0.9999999999999956,1,1,1
1,1,1,0.9999999999688076,0.9999999999314959,0.9999999999688076,0.9999999999314959,1,1,1
0,0,0,3.344588367072748e-08,9.509355766298828e-08,0.9999999665541164,0.9999999049064423,1,1,1
1,1,1,0.9998666478732053,0.9993728881147986,0.9998666478732053,0.9993728881147986,1,1,1
1,1,1,0.9997884603250129,0.9999036299882683,0.9997884603250129,0.9999036299882683,1,1,1
1,1,1,0.9998354349922736,0.9999583474263175,0.9998354349922736,0.9999583474263175,1,1,1
1,1,1,0.9999999999999998,0.9999999999999853,0.9999999999999998,0.9999999999999853,1,1,1
0,0,0,0.00013044279990422482,0.00014776411819346144,0.9998695572000957,0.9998522358818065,1,1,1
0,0,0,1.1326060507629871e-05,9.464767949972806e-06,0.9999886739394924,0.9999905352320501,1,1,1
1,1,1,0.9999999999996398,0.9999999999996865,0.9999999999996398,0.9999999999996865,1,1,1
0,0,0,1.9099543149577828e-20,3.1207225147037878e-21,1.0,1.0,1,1,1
1,1,1,0.9999999999288234,0.999999999840212,0.9999999999288234,0.999999999840212,1,1,1
1,1,1,0.9999999958166264,0.9999999999505795,0.9999999958166264,0.9999999999505795,1,1,1
1,1,1,0.9999999725093193,0.9999999995792748,0.9999999725093193,0.9999999995792748,1,1,1
0,0,0,1.1189468246455544e-14,1.1698089121850036e-16,0.9999999999999888,0.9999999999999999,1,1,1
1,1,1,0.9999999999999853,0.9999999999999949,0.9999999999999853,0.9999999999999949,1,1,1
1,1,1,0.9999999999997831,0.9999999999999092,0.9999999999997831,0.9999999999999092,1,1,1
1,1,1,0.9999989866790385,0.9999964858381164,0.9999989866790385,0.9999964858381164,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,0.003503691167091136,0.0001123626148874113,0.9964963088329089,0.9998876373851125,1,1,1
0,0,0,3.2296134444978414e-16,4.2911708778624754e-16,0.9999999999999997,0.9999999999999996,1,1,1
1,1,1,0.999999972506307,0.9999998334186166,0.999999972506307,0.9999998334186166,1,1,1
0,0,0,7.129725305372916e-16,1.309513392677636e-16,0.9999999999999993,0.9999999999999999,1,1,1
1,1,1,0.9999999999999982,0.9999999999999847,0.9999999999999982,0.9999999999999847,1,1,1
1,1,1,0.999777080164253,0.9999184343471355,0.999777080164253,0.9999184343471355,1,1,1
1,1,1,0.9999999999297728,0.9999999999897826,0.9999999999297728,0.9999999999897826,1,1,1
1,1,1,0.9999999923458415,0.999999988369448,0.9999999923458415,0.999999988369448,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,2.0036769669261666e-13,3.318373755105566e-14,0.9999999999997996,0.9999999999999668,1,1,1
1,1,1,0.9999999701346527,0.9999999982307624,0.9999999701346527,0.9999999982307624,1,1,1
1,1,1,0.9999999999999802,0.9999999999999951,0.9999999999999802,0.9999999999999951,1,1,1
1,1,1,0.999995431656974,0.9999973460540914,0.999995431656974,0.9999973460540914,1,1,1
0,0,0,1.4732392461050542e-08,1.1915354076476934e-07,0.9999999852676076,0.9999998808464592,1,1,1
0,0,0,1.9902104068654117e-16,1.1842409509052007e-16,0.9999999999999998,0.9999999999999999,1,1,1
0,0,0,1.7015312267298668e-18,1.881927889625348e-18,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
0,0,0,1.2681918647027388e-10,5.665531986829733e-10,0.9999999998731808,0.9999999994334468,1,1,1
0,0,0,2.297707493484746e-14,8.057779869533482e-14,0.999999999999977,0.9999999999999194,1,1,1
0,0,0,9.47006367170685e-10,2.997404184089423e-09,0.9999999990529936,0.9999999970025958,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999998036592462,0.9999997231709523,0.9999998036592462,0.9999997231709523,1,1,1
1,1,1,0.9999999999999947,0.9999999999999993,0.9999999999999947,0.9999999999999993,1,1,1
1,1,1,0.9999652465094305,0.9999380242688172,0.9999652465094305,0.9999380242688172,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999999918021393,0.9999999748372941,0.9999999918021393,0.9999999748372941,1,1,1
0,0,0,4.6414198240399e-13,2.8727062755621847e-13,0.9999999999995358,0.9999999999997127,1,1,1
1,1,1,0.9996712684196043,0.9997691590110426,0.9996712684196043,0.9997691590110426,1,1,1
0,0,0,0.0003407017000702909,0.0005141396337891586,0.9996592982999297,0.9994858603662108,1,1,1
1,1,1,0.9997819439876886,0.999726287148299,0.9997819439876886,0.999726287148299,1,1,1
1,1,1,0.9999999999997486,0.9999999999991063,0.9999999999997486,0.9999999999991063,1,1,1
1,1,1,0.9999633708239198,0.9999756368015214,0.9999633708239198,0.9999756368015214,1,1,1
0,0,0,6.242228959766742e-06,7.211775313298087e-06,0.9999937577710403,0.9999927882246867,1,1,1
1,1,1,0.999999999999635,0.9999999999998099,0.999999999999635,0.9999999999998099,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999999999999687,0.999999999999412,0.9999999999999687,0.999999999999412,1,1,1
0,0,0,2.022881846376434e-14,1.3398306646364418e-15,0.9999999999999798,0.9999999999999987,1,1,1
0,0,0,2.08393667766267e-09,1.655523694297059e-09,0.9999999979160633,0.9999999983444763,1,1,1
1,1,1,0.9999999730936021,0.9999999955803294,0.9999999730936021,0.9999999955803294,1,1,1
0,0,0,1.7579842963087206e-07,3.3624441172854707e-09,0.9999998242015704,0.9999999966375559,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999677862318201,0.9999343119331551,0.9999677862318201,0.9999343119331551,1,1,1
0,0,0,3.533370184067899e-07,6.951954252370218e-07,0.9999996466629816,0.9999993048045748,1,1,1
1,1,1,0.9957317068165216,0.9926216750522266,0.9957317068165216,0.9926216750522266,1,1,1
0,0,0,3.321797339981524e-06,1.0052548347909741e-08,0.99999667820266,0.9999999899474517,1,1,1
1,1,1,0.9999647101063872,0.9999594488552915,0.9999647101063872,0.9999594488552915,1,1,1
1,1,1,0.9999999999983191,0.99999999999999,0.9999999999983191,0.99999999999999,1,1,1
1,1,1,0.9999999981977663,0.999999998519191,0.9999999981977663,0.999999998519191,1,1,1
0,0,0,0.0006719654529741589,0.001659068925324942,0.9993280345470258,0.998340931074675,1,1,1
0,0,0,5.19754217197238e-07,1.1969845511548418e-06,0.9999994802457828,0.9999988030154489,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
1,1,1,0.9999999999999691,0.9999999999996743,0.9999999999999691,0.9999999999996743,1,1,1
0,0,0,3.861019706579058e-06,1.0607358644576702e-05,0.9999961389802934,0.9999893926413554,1,1,1
0,0,0,3.75805467972266e-05,4.837341015075873e-06,0.9999624194532027,0.9999951626589849,1,1,1
1,1,1,0.9999996461775216,0.9999999850471162,0.9999996461775216,0.9999999850471162,1,1,1
0,0,0,8.391776129622748e-17,1.1369916345360254e-15,0.9999999999999999,0.9999999999999989,1,1,1
0,0,0,1.7028913769041432e-13,3.1615488138640993e-12,0.9999999999998297,0.9999999999968384,1,1,1
1,1,1,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,1,1,1
1,1,1,0.9999999999806417,0.9999999999840274,0.9999999999806417,0.9999999999840274,1,1,1
0,0,0,4.086954991158957e-17,1.000496671886442e-17,1.0,1.0,1,1,1
1,1,1,0.9999915953421397,0.9995804156665805,0.9999915953421397,0.9995804156665805,1,1,1
1,1,1,0.9999999999995328,0.999999999997832,0.9999999999995328,0.999999999997832,1,1,1
1,1,1,0.9999525747452107,0.9998213277477355,0.9999525747452107,0.9998213277477355,1,1,1
0,0,0,0.011587216488867293,0.0005099598367959658,0.9884127835111327,0.9994900401632041,1,1,1
1,1,1,0.9999665795454007,0.9999738786831163,0.9999665795454007,0.9999738786831163,1,1,1
0,0,0,8.661506768080755e-19,3.489313683241772e-20,1.0,1.0,1,1,1
1,1,1,0.9999999906172513,0.9999999446552026,0.9999999906172513,0.9999999446552026,1,1,1
1,1,1,0.9999999999997815,0.9999999999999998,0.9999999999997815,0.9999999999999998,1,1,1
1,1,1,0.9999999999999978,0.9999999999999709,0.9999999999999978,0.9999999999999709,1,1,1
0,0,0,5.432408655273489e-10,4.8178571856641963e-08,0.9999999994567591,0.9999999518214281,1,1,1
1,1,1,0.999999999949579,0.9999999999931144,0.999999999949579,0.9999999999931144,1,1,1
1,1,1,0.9997369822367567,0.9998899899229599,0.9997369822367567,0.9998899899229599,1,1,1
1,1,1,1.0,1.0,1.0,1.0,1,1,1
